case,path,elapsedMs,value,canonicalValue,unit
sgtr,sgA.pressureTargetMPa,69000,9.103254163531766,9.103254163531766,MPa
sgtr,sgA.pressureTargetMPa,70000,9.134098259762446,9.134098259762446,MPa
sgtr,sgA.pressureTargetMPa,71000,9.164641581101518,9.164641581101518,MPa
sgtr,sgA.pressureTargetMPa,72000,9.194875587796984,9.194875587796984,MPa
sgtr,sgA.pressureTargetMPa,73000,9.224792493030002,9.224792493030002,MPa
sgtr,sgA.pressureTargetMPa,74000,9.2543852365367,9.2543852365367,MPa
sgtr,sgA.pressureTargetMPa,75000,9.283647458558704,9.283647458558704,MPa
sgtr,sgA.pressureTargetMPa,76000,9.312573474144155,9.312573474144155,MPa
sgtr,sgA.pressureTargetMPa,77000,9.341158247820035,9.341158247820035,MPa
sgtr,sgA.pressureTargetMPa,78000,9.369397368654186,9.369397368654186,MPa
sgtr,sgA.pressureTargetMPa,79000,9.397287025724566,9.397287025724566,MPa
sgtr,sgA.pressureTargetMPa,80000,9.424823984011056,9.424823984011056,MPa
sgtr,sgA.pressureTargetMPa,81000,9.452005560723876,9.452005560723876,MPa
sgtr,sgA.pressureTargetMPa,82000,9.478829602081133,9.478829602081133,MPa
sgtr,sgA.pressureTargetMPa,83000,9.505294460546363,9.505294460546363,MPa
sgtr,sgA.pressureTargetMPa,84000,9.53139897253574,9.53139897253574,MPa
sgtr,sgA.pressureTargetMPa,85000,9.557142436603002,9.557142436603002,MPa
sgtr,sgA.pressureTargetMPa,86000,9.58252459210904,9.58252459210904,MPa
sgtr,sgA.pressureTargetMPa,87000,9.607545598381723,9.607545598381723,MPa
sgtr,sgA.pressureTargetMPa,88000,9.632206014370412,9.632206014370412,MPa
sgtr,sgA.pressureTargetMPa,89000,9.656506778798425,9.656506778798425,MPa
sgtr,sgA.pressureTargetMPa,90000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,91000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,92000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,93000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,94000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,95000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,96000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,97000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,98000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,99000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,100000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,101000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,102000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,103000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,104000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,105000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,106000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,107000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,108000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,109000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,110000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,111000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,112000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,113000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,114000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,115000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,116000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,117000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,118000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,119000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,120000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,121000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,122000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,123000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,124000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,125000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,126000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,127000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,128000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,129000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,130000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,131000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,132000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,133000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,134000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,135000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,136000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,137000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,138000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,139000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,140000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,141000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,142000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,143000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,144000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,145000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,146000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,147000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,148000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,149000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,150000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,151000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,152000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,153000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,154000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,155000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,156000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,157000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,158000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,159000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,160000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,161000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,162000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,163000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,164000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,165000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,166000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,167000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,168000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,169000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,170000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,171000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,172000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,173000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,174000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,175000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,176000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,177000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,178000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,179000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,180000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,181000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,182000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,183000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,184000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,185000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,186000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,187000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,188000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,189000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,190000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,191000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,192000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,193000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,194000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,195000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,196000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,197000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,198000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,199000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,200000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,201000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,202000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,203000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,204000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,205000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,206000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,207000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,208000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,209000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,210000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,211000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,212000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,213000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,214000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,215000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,216000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,217000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,218000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,219000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,220000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,221000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,222000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,223000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,224000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,225000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,226000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,227000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,228000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,229000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,230000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,231000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,232000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,233000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,234000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,235000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,236000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,237000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,238000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,239000,9.66,9.66,MPa
sgtr,sgA.pressureTargetMPa,240000,9.66,9.66,MPa
sgtr,sgA.steamMassKg,0,12000,12000,kg
sgtr,sgA.steamMassKg,1000,12016.375819206281,12016.375819206281,kg
sgtr,sgA.steamMassKg,2000,12016.997013286435,12016.997013286435,kg
sgtr,sgA.steamMassKg,3000,12017.584069017768,12017.584069017768,kg
sgtr,sgA.steamMassKg,4000,12018.138482100116,12018.138482100116,kg
sgtr,sgA.steamMassKg,5000,12018.66167486001,12018.66167486001,kg
sgtr,sgA.steamMassKg,6000,12019.154995798079,12019.154995798079,kg
sgtr,sgA.steamMassKg,7000,12019.619721425604,12019.619721425604,kg
sgtr,sgA.steamMassKg,8000,12020.057059533834,12020.057059533834,kg
sgtr,sgA.steamMassKg,9000,12020.468153284002,12020.468153284002,kg
sgtr,sgA.steamMassKg,10000,12020.85413704169,12020.85413704169,kg
sgtr,sgA.steamMassKg,11000,12021.226509160995,12021.226509160995,kg
sgtr,sgA.steamMassKg,12000,12021.593489366884,12021.593489366884,kg
sgtr,sgA.steamMassKg,13000,12021.955258327736,12021.955258327736,kg
sgtr,sgA.steamMassKg,14000,12022.311951916328,12022.311951916328,kg
sgtr,sgA.steamMassKg,15000,12024.244706293572,12024.244706293572,kg
sgtr,sgA.steamMassKg,16000,12029.652810660304,12029.652810660304,kg
sgtr,sgA.steamMassKg,17000,12038.465405829718,12038.465405829718,kg
sgtr,sgA.steamMassKg,18000,12050.609033858576,12050.609033858576,kg
sgtr,sgA.steamMassKg,19000,12066.008193791198,12066.008193791198,kg
sgtr,sgA.steamMassKg,20000,12084.585348888551,12084.585348888551,kg
sgtr,sgA.steamMassKg,21000,12106.260970933783,12106.260970933783,kg
sgtr,sgA.steamMassKg,22000,12130.846697772482,12130.846697772482,kg
sgtr,sgA.steamMassKg,23000,12157.364986883416,12157.364986883416,kg
sgtr,sgA.steamMassKg,24000,12185.537039114111,12185.537039114111,kg
sgtr,sgA.steamMassKg,25000,12215.285648168961,12215.285648168961,kg
sgtr,sgA.steamMassKg,26000,12246.53407965658,12246.53407965658,kg
sgtr,sgA.steamMassKg,27000,12279.206187262711,12279.206187262711,kg
sgtr,sgA.steamMassKg,28000,12313.226526044771,12313.226526044771,kg
sgtr,sgA.steamMassKg,29000,12348.52046179269,12348.52046179269,kg
sgtr,sgA.steamMassKg,30000,12385.014275625565,12385.014275625565,kg
sgtr,sgA.steamMassKg,31000,12422.635263185313,12422.635263185313,kg
sgtr,sgA.steamMassKg,32000,12461.31182795175,12461.31182795175,kg
sgtr,sgA.steamMassKg,33000,12500.973568342022,12500.973568342022,kg
sgtr,sgA.steamMassKg,34000,12541.551358374149,12541.551358374149,kg
sgtr,sgA.steamMassKg,35000,12582.977421772935,12582.977421772935,kg
sgtr,sgA.steamMassKg,36000,12625.185399478827,12625.185399478827,kg
sgtr,sgA.steamMassKg,37000,12668.110410588804,12668.110410588804,kg
sgtr,sgA.steamMassKg,38000,12711.689106814874,12711.689106814874,kg
sgtr,sgA.steamMassKg,39000,12755.859720591954,12755.859720591954,kg
sgtr,sgA.steamMassKg,40000,12800.562107004276,12800.562107004276,kg
sgtr,sgA.steamMassKg,41000,12845.737779729023,12845.737779729023,kg
sgtr,sgA.steamMassKg,42000,12891.329941219181,12891.329941219181,kg
sgtr,sgA.steamMassKg,43000,12937.283507365006,12937.283507365006,kg
sgtr,sgA.steamMassKg,44000,12983.545126886267,12983.545126886267,kg
sgtr,sgA.steamMassKg,45000,13030.063195716186,13030.063195716186,kg
sgtr,sgA.steamMassKg,46000,13076.787866643077,13076.787866643077,kg
sgtr,sgA.steamMassKg,47000,13123.671054478118,13123.671054478118,kg
sgtr,sgA.steamMassKg,48000,13170.666437017468,13170.666437017468,kg
sgtr,sgA.steamMassKg,49000,13217.729452064841,13217.729452064841,kg
sgtr,sgA.steamMassKg,50000,13264.817290776666,13264.817290776666,kg
sgtr,sgA.steamMassKg,51000,13311.88888758685,13311.88888758685,kg
sgtr,sgA.steamMassKg,52000,13358.904906961645,13358.904906961645,kg
sgtr,sgA.steamMassKg,53000,13405.827727227948,13405.827727227948,kg
sgtr,sgA.steamMassKg,54000,13452.621421710302,13452.621421710302,kg
sgtr,sgA.steamMassKg,55000,13499.251737403469,13499.251737403469,kg
sgtr,sgA.steamMassKg,56000,13545.686071398351,13545.686071398351,kg
sgtr,sgA.steamMassKg,57000,13591.893445270143,13591.893445270143,kg
sgtr,sgA.steamMassKg,58000,13637.844477628005,13637.844477628005,kg
sgtr,sgA.steamMassKg,59000,13683.511355016313,13683.511355016313,kg
sgtr,sgA.steamMassKg,60000,13728.867375921296,13728.867375921296,kg
sgtr,sgA.steamMassKg,61000,13773.885055455465,13773.885055455465,kg
sgtr,sgA.steamMassKg,62000,13818.537760805011,13818.537760805011,kg
sgtr,sgA.steamMassKg,63000,13862.80047467462,13862.80047467462,kg
sgtr,sgA.steamMassKg,64000,13906.649757110023,13906.649757110023,kg
sgtr,sgA.steamMassKg,65000,13950.063706416204,13950.063706416204,kg
sgtr,sgA.steamMassKg,66000,13993.021919329714,13993.021919329714,kg
sgtr,sgA.steamMassKg,67000,14035.505450589513,14035.505450589513,kg
sgtr,sgA.steamMassKg,68000,14077.496772041068,14077.496772041068,kg
sgtr,sgA.steamMassKg,69000,14118.979731399033,14118.979731399033,kg
sgtr,sgA.steamMassKg,70000,14159.939510784943,14159.939510784943,kg
sgtr,sgA.steamMassKg,71000,14200.362585147874,14200.362585147874,kg
sgtr,sgA.steamMassKg,72000,14240.236680667886,14240.236680667886,kg
sgtr,sgA.steamMassKg,73000,14279.550733234348,14279.550733234348,kg
sgtr,sgA.steamMassKg,74000,14318.294847083956,14318.294847083956,kg
sgtr,sgA.steamMassKg,75000,14356.460253676301,14356.460253676301,kg
sgtr,sgA.steamMassKg,76000,14394.039270878204,14394.039270878204,kg
sgtr,sgA.steamMassKg,77000,14431.025262521942,14431.025262521942,kg
sgtr,sgA.steamMassKg,78000,14467.412598396475,14467.412598396475,kg
sgtr,sgA.steamMassKg,79000,14503.196614725317,14503.196614725317,kg
sgtr,sgA.steamMassKg,80000,14538.373575179468,14538.373575179468,kg
sgtr,sgA.steamMassKg,81000,14572.940632468868,14572.940632468868,kg
sgtr,sgA.steamMassKg,82000,14606.895790551245,14606.895790551245,kg
sgtr,sgA.steamMassKg,83000,14640.237867492917,14640.237867492917,kg
sgtr,sgA.steamMassKg,84000,14672.966459011981,14672.966459011981,kg
sgtr,sgA.steamMassKg,85000,14705.081902730575,14705.081902730575,kg
sgtr,sgA.steamMassKg,86000,14736.585243159323,14736.585243159323,kg
sgtr,sgA.steamMassKg,87000,14767.478197433744,14767.478197433744,kg
sgtr,sgA.steamMassKg,88000,14797.763121819344,14797.763121819344,kg
sgtr,sgA.steamMassKg,89000,14827.4429789992,14827.4429789992,kg
sgtr,sgA.steamMassKg,90000,14856.524084400675,14856.524084400675,kg
sgtr,sgA.steamMassKg,91000,14885.036687191576,14885.036687191576,kg
sgtr,sgA.steamMassKg,92000,14913.021761475362,14913.021761475362,kg
sgtr,sgA.steamMassKg,93000,14940.518665224881,14940.518665224881,kg
sgtr,sgA.steamMassKg,94000,14967.565115292784,14967.565115292784,kg
sgtr,sgA.steamMassKg,95000,14994.197252547603,14994.197252547603,kg
sgtr,sgA.steamMassKg,96000,15020.449704430399,15020.449704430399,kg
sgtr,sgA.steamMassKg,97000,15046.355645034959,15046.355645034959,kg
sgtr,sgA.steamMassKg,98000,15071.946852810292,15071.946852810292,kg
sgtr,sgA.steamMassKg,99000,15097.253765980257,15097.253765980257,kg
sgtr,sgA.steamMassKg,100000,15122.30553577121,15122.30553577121,kg
sgtr,sgA.steamMassKg,101000,15147.130077534906,15147.130077534906,kg
sgtr,sgA.steamMassKg,102000,15171.754119850451,15171.754119850451,kg
sgtr,sgA.steamMassKg,103000,15196.203251685549,15196.203251685549,kg
sgtr,sgA.steamMassKg,104000,15220.501967694232,15220.501967694232,kg
sgtr,sgA.steamMassKg,105000,15244.67371172502,15244.67371172502,kg
sgtr,sgA.steamMassKg,106000,15268.740918610545,15268.740918610545,kg
sgtr,sgA.steamMassKg,107000,15292.725054306811,15292.725054306811,kg
sgtr,sgA.steamMassKg,108000,15316.646654447522,15316.646654447522,kg
sgtr,sgA.steamMassKg,109000,15340.525361376287,15340.525361376287,kg
sgtr,sgA.steamMassKg,110000,15364.37995971699,15364.37995971699,kg
sgtr,sgA.steamMassKg,111000,15388.228410540207,15388.228410540207,kg
sgtr,sgA.steamMassKg,112000,15412.087884181254,15412.087884181254,kg
sgtr,sgA.steamMassKg,113000,15435.974791763168,15435.974791763168,kg
sgtr,sgA.steamMassKg,114000,15459.90481547591,15459.90481547591,kg
sgtr,sgA.steamMassKg,115000,15483.892937660898,15483.892937660898,kg
sgtr,sgA.steamMassKg,116000,15507.953468748145,15507.953468748145,kg
sgtr,sgA.steamMassKg,117000,15532.100074091286,15532.100074091286,kg
sgtr,sgA.steamMassKg,118000,15556.345799744066,15556.345799744066,kg
sgtr,sgA.steamMassKg,119000,15580.703097220077,15580.703097220077,kg
sgtr,sgA.steamMassKg,120000,15605.183847275894,15605.183847275894,kg
sgtr,sgA.steamMassKg,121000,15629.799382756128,15629.799382756128,kg
sgtr,sgA.steamMassKg,122000,15654.560510537469,15654.560510537469,kg
sgtr,sgA.steamMassKg,123000,15679.477532607214,15679.477532607214,kg
sgtr,sgA.steamMassKg,124000,15704.560266310426,15704.560266310426,kg
sgtr,sgA.steamMassKg,125000,15729.818063798553,15729.818063798553,kg
sgtr,sgA.steamMassKg,126000,15755.259830710964,15755.259830710964,kg
sgtr,sgA.steamMassKg,127000,15780.894044119614,15780.894044119614,kg
sgtr,sgA.steamMassKg,128000,15806.728769765949,15806.728769765949,kg
sgtr,sgA.steamMassKg,129000,15832.77167861789,15832.77167861789,kg
sgtr,sgA.steamMassKg,130000,15859.03006277371,15859.03006277371,kg
sgtr,sgA.steamMassKg,131000,15885.510850738543,15885.510850738543,kg
sgtr,sgA.steamMassKg,132000,15912.22062209822,15912.22062209822,kg
sgtr,sgA.steamMassKg,133000,15939.165621614202,15939.165621614202,kg
sgtr,sgA.steamMassKg,134000,15966.351772762371,15966.351772762371,kg
sgtr,sgA.steamMassKg,135000,15993.784690737612,15993.784690737612,kg
sgtr,sgA.steamMassKg,136000,16021.469694945234,16021.469694945234,kg
sgtr,sgA.steamMassKg,137000,16049.411820999378,16049.411820999378,kg
sgtr,sgA.steamMassKg,138000,16077.615832247884,16077.615832247884,kg
sgtr,sgA.steamMassKg,139000,16106.086230842235,16106.086230842235,kg
sgtr,sgA.steamMassKg,140000,16134.827268370482,16134.827268370482,kg
sgtr,sgA.steamMassKg,141000,16163.842956070366,16163.842956070366,kg
sgtr,sgA.steamMassKg,142000,16193.137074639142,16193.137074639142,kg
sgtr,sgA.steamMassKg,143000,16222.713183656004,16222.713183656004,kg
sgtr,sgA.steamMassKg,144000,16252.574630632327,16252.574630632327,kg
sgtr,sgA.steamMassKg,145000,16282.724559704415,16282.724559704415,kg
sgtr,sgA.steamMassKg,146000,16313.165919982768,16313.165919982768,kg
sgtr,sgA.steamMassKg,147000,16343.901473571443,16343.901473571443,kg
sgtr,sgA.steamMassKg,148000,16374.933803270445,16374.933803270445,kg
sgtr,sgA.steamMassKg,149000,16406.265319973663,16406.265319973663,kg
sgtr,sgA.steamMassKg,150000,16437.89826977428,16437.89826977428,kg
sgtr,sgA.steamMassKg,151000,16469.834740789203,16469.834740789203,kg
sgtr,sgA.steamMassKg,152000,16502.0766697136,16502.0766697136,kg
sgtr,sgA.steamMassKg,153000,16534.625848116044,16534.625848116044,kg
sgtr,sgA.steamMassKg,154000,16567.483928484635,16567.483928484635,kg
sgtr,sgA.steamMassKg,155000,16600.652430033766,16600.652430033766,kg
sgtr,sgA.steamMassKg,156000,16634.13274428101,16634.13274428101,kg
sgtr,sgA.steamMassKg,157000,16667.926140403164,16667.926140403164,kg
sgtr,sgA.steamMassKg,158000,16702.033770380134,16702.033770380134,kg
sgtr,sgA.steamMassKg,159000,16736.456673935,16736.456673935,kg
sgtr,sgA.steamMassKg,160000,16771.195783278334,16771.195783278334,kg
sgtr,sgA.steamMassKg,161000,16806.25192766437,16806.25192766437,kg
sgtr,sgA.steamMassKg,162000,16841.62583776655,16841.62583776655,kg
sgtr,sgA.steamMassKg,163000,16877.318149879444,16877.318149879444,kg
sgtr,sgA.steamMassKg,164000,16913.32940995397,16913.32940995397,kg
sgtr,sgA.steamMassKg,165000,16949.6600774724,16949.6600774724,kg
sgtr,sgA.steamMassKg,166000,16986.310529169485,16986.310529169485,kg
sgtr,sgA.steamMassKg,167000,17023.28106260576,17023.28106260576,kg
sgtr,sgA.steamMassKg,168000,17060.571899598894,17060.571899598894,kg
sgtr,sgA.steamMassKg,169000,17098.183189518502,17098.183189518502,kg
sgtr,sgA.steamMassKg,170000,17136.11501245004,17136.11501245004,kg
sgtr,sgA.steamMassKg,171000,17174.367382232704,17174.367382232704,kg
sgtr,sgA.steamMassKg,172000,17212.940249376465,17212.940249376465,kg
sgtr,sgA.steamMassKg,173000,17251.833503862876,17251.833503862876,kg
sgtr,sgA.steamMassKg,174000,17291.046977834314,17291.046977834314,kg
sgtr,sgA.steamMassKg,175000,17330.580448175977,17330.580448175977,kg
sgtr,sgA.steamMassKg,176000,17370.433638994917,17370.433638994917,kg
sgtr,sgA.steamMassKg,177000,17410.606224000116,17410.606224000116,kg
sgtr,sgA.steamMassKg,178000,17451.09782878755,17451.09782878755,kg
sgtr,sgA.steamMassKg,179000,17491.908033033935,17491.908033033935,kg
sgtr,sgA.steamMassKg,180000,17533.036372602757,17533.036372602757,kg
sgtr,sgA.steamMassKg,181000,17574.482341566094,17574.482341566094,kg
sgtr,sgA.steamMassKg,182000,17616.24539414546,17616.24539414546,kg
sgtr,sgA.steamMassKg,183000,17658.324946574914,17658.324946574914,kg
sgtr,sgA.steamMassKg,184000,17700.72037888955,17700.72037888955,kg
sgtr,sgA.steamMassKg,185000,17743.43103664213,17743.43103664213,kg
sgtr,sgA.steamMassKg,186000,17786.456232550907,17786.456232550907,kg
sgtr,sgA.steamMassKg,187000,17829.795248081213,17829.795248081213,kg
sgtr,sgA.steamMassKg,188000,17873.44733496342,17873.44733496342,kg
sgtr,sgA.steamMassKg,189000,17917.411716649884,17917.411716649884,kg
sgtr,sgA.steamMassKg,190000,17961.687589713143,17961.687589713143,kg
sgtr,sgA.steamMassKg,191000,18006.274125187814,18006.274125187814,kg
sgtr,sgA.steamMassKg,192000,18051.170469858287,18051.170469858287,kg
sgtr,sgA.steamMassKg,193000,18096.37574749444,18096.37574749444,kg
sgtr,sgA.steamMassKg,194000,18141.889060037414,18141.889060037414,kg
sgtr,sgA.steamMassKg,195000,18187.70948873737,18187.70948873737,kg
sgtr,sgA.steamMassKg,196000,18233.836095245133,18233.836095245133,kg
sgtr,sgA.steamMassKg,197000,18280.26792265962,18280.26792265962,kg
sgtr,sgA.steamMassKg,198000,18327.003996532665,18327.003996532665,kg
sgtr,sgA.steamMassKg,199000,18374.043325833052,18374.043325833052,kg
sgtr,sgA.steamMassKg,200000,18421.38490387126,18421.38490387126,kg
sgtr,sgA.steamMassKg,201000,18469.02770918654,18469.02770918654,kg
sgtr,sgA.steamMassKg,202000,18516.97070639778,18516.97070639778,kg
sgtr,sgA.steamMassKg,203000,18565.212847019586,18565.212847019586,kg
sgtr,sgA.steamMassKg,204000,18613.753070244988,18613.753070244988,kg
sgtr,sgA.steamMassKg,205000,18662.590303696004,18662.590303696004,kg
sgtr,sgA.steamMassKg,206000,18711.723464143466,18711.723464143466,kg
sgtr,sgA.steamMassKg,207000,18761.151458197175,18761.151458197175,kg
sgtr,sgA.steamMassKg,208000,18810.87318296766,18810.87318296766,kg
